Word,Translation,Line,Verse
བདག་ཉིད་,I,བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །ཕྱིར་ཡང་དམྱལ་བ་དེར་ཁྲིད་ན། །,ཤིན་ཏུ་རྙེད་དཀའ་ཕན་པའི་ས། །ཇི་ཞིག་ལྟར་ཏེ་རྙེད་གྱུར་ནས། །བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །ཕྱིར་ཡང་དམྱལ་བ་དེར་ཁྲིད་ན། །
བདག་ཉིད་,yourself,བདག་ཉིད་ཀྱིས་ནི་བརྟག་པར་གྱིས། །,རུས་པ་རྣམས་ཀྱང་དབྱེ་བྱས་ནས། །རྐང་གི་བར་དུ་བལྟ་བྱ་ཞིང་། །འདི་ལ་སྙིང་པོ་ཅི་ཡོད་ཅེས། །བདག་ཉིད་ཀྱིས་ནི་བརྟག་པར་གྱིས། །
བདག་ཉིད་,themselves,།བདག་ཉིད་ཀྱང་ནི་གསོད་བྱེད་ན།,གྲགས་པའི་དོན་དུ་ནོར་ཤོར་ཅིང་། །བདག་ཉིད་ཀྱང་ནི་གསོད་བྱེད་ན། །ཚིག་འབྲུ་རྣམས་ཀྱིས་ཅི་ཞིག་བྱ། །ཤ་ནི་དེས་ཀོ་སུ་ལ་བདེ། །
བདག་ཉིད་,"['I', 'myself']",།བདག་ཉིད་གཅིག་པུས་བྱའོ་ཞེས། །འདི་ནི་ལས་ཀྱི་ང་རྒྱལ་ཉིད།,ལས་དང་ཉོན་མོངས་ནུས་པས་ཏེ། །གསུམ་པོ་དག་ལ་ང་རྒྱལ་བྱ། །བདག་ཉིད་གཅིག་པུས་བྱའོ་ཞེས། །འདི་ནི་ལས་ཀྱི་ང་རྒྱལ་ཉིད། །
བདག་ཉིད་,you,།གནོད་དེ་སེམས་ཅན་དོན་གྱི་ཕྱིར། །བདག་ཉིད་ལ་ནི་འབབ་པར་གྱིས།,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་། །གནོད་དེ་སེམས་ཅན་དོན་གྱི་ཕྱིར། །བདག་ཉིད་ལ་ནི་འབབ་པར་གྱིས། །
བདག་ཉིད་,nature,གང་ཞིག་ཉམས་མྱོང་བདག་ཉིད་མིན། །,སྟོབས་དང་ལྡན་པས་ཟིལ་མནན་ཕྱིར། །གལ་ཏེ་དེ་མྱོང་མ་ཡིན་ན། །གང་ཞིག་ཉམས་མྱོང་བདག་ཉིད་མིན། །དེ་ན་ཚོར་བ་ཇི་ལྟར་ཡིན། །
བདག་ཉིད་,they,གནས་ཀྱང་བདག་ཉིད་བདེར་རློམ་བཞིན། །,དཔེར་ན་འགའ་ཞིག་ཡང་ཡང་ཁྲུས། །བྱས་ཏེ་ཡང་ཡང་མེར་འཇུག་པ། །དེ་ལྟར་ཤིན་ཏུ་སྡུག་བསྔལ་བར། །གནས་ཀྱང་བདག་ཉིད་བདེར་རློམ་བཞིན། །
མྱོང་བ་,experience,།སྲོག་འཆད་པ་ཡི་ཚོར་བ་དག །བདག་ཉིད་གཅིག་པུས་མྱོང་བར་འགྱུར། །,བདག་ནི་མལ་ན་འདུག་བཞིན་དུ། །གཉེན་བཤེས་ཀུན་གྱིས་མཐའ་བསྐོར་ཀྱང་། །སྲོག་འཆད་པ་ཡི་ཚོར་བ་དག །བདག་ཉིད་གཅིག་པུས་མྱོང་བར་འགྱུར། །
མྱོང་བ་,experienced,།གཞན་མྱོང་བ་ན་འབྲེལ་པ་ལས། །དྲན་འགྱུར་བྱི་བའི་དུག་བཞིན་ནོ།,གལ་ཏེ་རང་རིག་ཡོད་མིན་ན། །རྣམ་ཤེས་དྲན་པར་ཇི་ལྟར་འགྱུར། །གཞན་མྱོང་བ་ན་འབྲེལ་པ་ལས། །དྲན་འགྱུར་བྱི་བའི་དུག་བཞིན་ནོ། །
མྱོང་བ་,feeling,མྱོང་བ་ཅི་ཕྱིར་འཛིན་མ་ཡིན། །,བདེ་སོགས་གསལ་བ་ཡོད་ཉིད་ན། །མྱོང་བ་ཅི་ཕྱིར་འཛིན་མ་ཡིན། །དེ་ཉིད་ཕྲ་མོར་གྱུར་ན་དེ། །རགས་དང་ཕྲ་བའང་ཇི་ལྟར་ཡིན། །
གཤིན་རྗེ་,Yama,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན།,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །དེ་ཚེ་བསོད་ནམས་གཅིག་བསྐྱབས་ན། །དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །
ཕོ་ཉ་,messengers,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན།,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །དེ་ཚེ་བསོད་ནམས་གཅིག་བསྐྱབས་ན། །དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །
ཕོ་ཉ་,henchmen,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
གཉེན་,kin,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན།,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །དེ་ཚེ་བསོད་ནམས་གཅིག་བསྐྱབས་ན། །དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །
གཉེན་,family,གཉེན་དང་བཤེས་པ་རྣམ་སྤངས་ནས། །,གསོན་ཚེ་འདི་དང་དེ་བཞིན་དུ། །གཉེན་དང་བཤེས་པ་རྣམ་སྤངས་ནས། །གཅིག་པུ་ག་ཤེད་འགྲོ་དགོས་ན། །མཛའ་དང་མི་མཛའ་ཀུན་ཅི་རུང་། །
གཉེན་,friends,གཞན་ཡང་གཡོ་མེད་གཉེན་གྱུར་ཅིང་། །,གཞན་ཡང་གཡོ་མེད་གཉེན་གྱུར་ཅིང་། །ཕན་པ་དཔག་མེད་མཛད་རྣམས་ལ། །སེམས་ཅན་མགུ་བྱ་མ་གཏོགས་པར། །གཞན་གང་ཞིག་གིས་ལན་ལོན་འགྱུར། །
གཉེན་,families,གཉེན་དང་ལྷན་ཅིག་དགའ་བར་ཤོག །,གྲུ་དང་གྲུ་ཆེན་ཞུགས་པ་རྣམས། །ཡིད་ལ་བསམ་པ་གྲུབ་གྱུར་ཏེ། །ཆུ་ཡི་ངོགས་སུ་བདེར་ཕྱིན་ནས། །གཉེན་དང་ལྷན་ཅིག་དགའ་བར་ཤོག །
བསྟེན་,attended,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །
བསྟེན་,appeased,ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །
བསྟེན་,serve,སྦྱིན་པས་བསྡུས་ཀྱང་བསྟེན་མི་བྱེད། །,དེ་ཡིས་མཛའ་བཤེས་སྐྱོ་བར་འགྱུར། །སྦྱིན་པས་བསྡུས་ཀྱང་བསྟེན་མི་བྱེད། །མདོར་ན་ཁྲོ་བ་བདེར་གནས་པ། །དེ་ནི་འགའ་ཡང་ཡོད་མ་ཡིན། །
བསྟེན་,use,ཡིད་བདེ་འབའ་ཞིག་འདོད་ན་ནི། །རྒྱན་སོགས་ཆང་ཡང་བསྟེན་དགོས་སོ། །,བདག་ནི་རང་དོན་ཤེས་གྱུར་ན། །དེ་ལ་རང་དོན་ཅི་ཞིག་ཡོད། །ཡིད་བདེ་འབའ་ཞིག་འདོད་ན་ནི། །རྒྱན་སོགས་ཆང་ཡང་བསྟེན་དགོས་སོ། །
མི་རྟག་,ephemeral,མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །
མི་རྟག་,impermanent,མི་རྟག་སུ་ཞིག་མི་རྟག་ལ། །ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད། །,མི་རྟག་སུ་ཞིག་མི་རྟག་ལ། །ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད། །དེས་ནི་ཚེ་རབས་སྟོང་ཕྲག་ཏུ། །སྡུག་པ་མཐོང་བར་ཡོང་མི་འགྱུར། །
མི་རྟག་,not real,སེམས་ལས་སྒྱུ་མ་གཞན་མིན་ཞིང་། །གཞན་མིན་པར་ཡང་མི་རྟག་ན། །,སེམས་ལས་སྒྱུ་མ་གཞན་མིན་ཞིང་། །གཞན་མིན་པར་ཡང་མི་རྟག་ན། །དངོས་ན་ཇི་ལྟར་དེ་གཞན་མིན། །གཞན་མིན་ཞེ་ན་དངོས་པོར་མེད། །
མི་རྟག་,transient,།ཕྲ་རགས་དེ་དག་མི་རྟག་ཉིད།,རགས་པ་དོར་ནས་ཕྲ་གྱུར་པས། །ཕྲ་རགས་དེ་དག་མི་རྟག་ཉིད། །དེ་བཞིན་དངོས་པོ་ཐམས་ཅད་ནི། །མི་རྟག་ཉིད་དུ་ཅིས་མི་འདོད། །
མང་པོ་,different kinds,ངོ་མཚར་ལྟད་མོ་རྣམ་མང་པོ། །,བྲེ་མོའི་གཏམ་ནི་སྣ་ཚོགས་དང་། །ངོ་མཚར་ལྟད་མོ་རྣམ་མང་པོ། །ཀུན་ལ་འཇུག་པར་གྱུར་པ་ན། །དེ་ལ་ཆགས་པ་སྤང་བར་བྱ། །
མང་པོ་,many,རྙེད་པ་མང་པོ་ཐོབ་གྱུར་ཏེ།,རྙེད་པ་མང་པོ་ཐོབ་གྱུར་ཏེ། །ཡུན་རིང་དུས་སུ་བདེ་སྤྱད་ཀྱང་། །ཆོམ་པོས་ཕྲོགས་པ་ཇི་བཞིན་དུ། །སྒྲེན་མོ་ལག་པ་སྟོང་པར་འགྲོ། །
མང་པོ་,myriad,།དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ།,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད། །དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ། །
བཅད་པ་,chopped off,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
བཅད་པ་,hacked,ལན་གྲངས་དུ་མར་བཅད་པ་དང་། །,བསྐལ་པ་བྱེ་བ་གྲངས་མེད་དུ། །ལན་གྲངས་དུ་མར་བཅད་པ་དང་། །དབུག་དང་བསྲེག་དང་གཤེགས་འགྱུར་གྱི། །བྱང་ཆུབ་ཐོབ་པར་མི་འགྱུར་རོ། །
ཁྲིད་པ་,led,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
ཁ་སྐམས་,parched mouths,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
མིག་རྩ་ངན་,bloodshot eyes,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
ས་,earth,ས་སོགས་འབྱུང་བ་ཆེན་པོ་དང་། །,ས་སོགས་འབྱུང་བ་ཆེན་པོ་དང་། །ནམ་མཁའ་བཞིན་དུ་རྟག་པར་ཡང་། །སེམས་ཅན་དཔག་ཏུ་མེད་པ་ཡི། །རྣམ་མང་ཉེར་འཚོའི་གཞིར་ཡང་ཤོག །
ས་,levels,འཁོར་བར་རེས་ཀྱིས་འདྲེ་བྱེད་ན། །ས་ཐོབ་པ་ལ་ཡུན་རིང་ཐོགས། །,དེ་ལྟར་ལྟུང་བ་སྟོབས་ལྡན་དང་། །བྱང་ཆུབ་སེམས་སྟོབས་ལྡན་པ་དག །འཁོར་བར་རེས་ཀྱིས་འདྲེ་བྱེད་ན། །ས་ཐོབ་པ་ལ་ཡུན་རིང་ཐོགས། །
ས་,ground,།ས་ཡང་མི་གཙང་བཙོག་པར་འགྱུར། །,ག་པུར་ལ་སོགས་ཡིད་འོང་དང་། །འབྲས་ཆན་དག་གམ་ཚོད་མའང་རུང་། །ཁར་བཅུག་ཕྱིར་ཕྱུང་བོར་བ་ཡིས ། །ས་ཡང་མི་གཙང་བཙོག་པར་འགྱུར། །
ཁ་,mouth,།ཁར་བཅུག་ཕྱིར་ཕྱུང་བོར་བ་ཡིས །,ག་པུར་ལ་སོགས་ཡིད་འོང་དང་། །འབྲས་ཆན་དག་གམ་ཚོད་མའང་རུང་། །ཁར་བཅུག་ཕྱིར་ཕྱུང་བོར་བ་ཡིས ། །ས་ཡང་མི་གཙང་བཙོག་པར་འགྱུར། །
མིག་,eye,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །
མིག་,gaze,ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །,དོན་མེད་གཡེང་བར་ལྟ་བ་ནི། །ནམ་ཡང་བདག་གིས་མི་བྱ་སྟེ། །ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །
མིག་,look,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག །སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །དྲང་ཞིང་བྱམས་པའི་ཚུལ་གྱིས་བལྟ། །
མིག་,eyes,གཞན་རྣམས་མིག་གིས་བལྟ་ན་ཡང་། །,གཞན་རྣམས་མིག་གིས་བལྟ་ན་ཡང་། །གང་ཞིག་ཡོངས་སུ་བསྲུང་གྱུར་པ། །ཇི་སྲིད་དེ་ནི་དེས་ཟ་ན། །སེར་སྣ་ཅན་ཁྱོད་ཅིས་མི་བསྲུང་། །
མིག་,see,ལོང་བ་རྣམས་ཀྱིས་མིག་མཐོང་ཞིང་། །འོན་པས་རྟག་ཏུ་སྒྲ་ཐོས་ཤོག །,ལོང་བ་རྣམས་ཀྱིས་མིག་མཐོང་ཞིང་། །འོན་པས་རྟག་ཏུ་སྒྲ་ཐོས་ཤོག །ལྷ་མོ་སྒྱུ་འཕྲུལ་ཇི་བཞིན་དུ། །སྦྲུམ་མའང་གནོད་མེད་བཙའ་བར་ཤོག །
ངན་,bad,།ལེ་ལོ་ངན་ལ་ཞེན་པ་དང་།,བརྩོན་གང་དགེ་ལ་སྤྲོ་བའོ། །དེ་ཡི་མི་མཐུན་ཕྱོགས་བཤད་བྱ། །ལེ་ལོ་ངན་ལ་ཞེན་པ་དང་། །སྒྱིད་ལུག་བདག་ཉིད་བརྙས་པའོ། །
དི་རིང་,now,དི་རིང་སངས་རྒྱས་རིགས་སུ་སྐྱེས། །སངས་རྒྱས་སྲས་སུ་བདག་དེང་གྱུར། །,དེང་དུ་བདག་ཚེ་འབྲས་བུ་ཡོད། །མི་ཡི་སྲིད་པ་ལེགས་པར་ཐོབ། །དི་རིང་སངས་རྒྱས་རིགས་སུ་སྐྱེས། །སངས་རྒྱས་སྲས་སུ་བདག་དེང་གྱུར། །
སྣང་,appear,སྣང་ནའང་དེ་ལ་མཆོད་དོན་དུ། །,ཡོན་ཏན་མཆོག་ཚོགས་གཅིག་པུ་ཡི། །ཡོན་ཏན་ཤས་ཙམ་འགའ་ཞིག་ལ། །སྣང་ནའང་དེ་ལ་མཆོད་དོན་དུ། །ཁམས་གསུམ་ཕུལ་ཡང་ཆུང་བར་འགྱུར། །
སྣང་,seem,དེ་བཞིན་ཇི་སྲིད་ལག་སོགས་ལ། །དེ་ཡོད་དེ་སྲིད་དེ་ལུས་སྣང་། །,ཇི་སྲིད་རྐྱེན་ཚོགས་དེ་སྲིད་དུ། །ལུས་ནི་སྐྱེས་བུ་ལྟར་སྣང་བ། །དེ་བཞིན་ཇི་སྲིད་ལག་སོགས་ལ། །དེ་ཡོད་དེ་སྲིད་དེ་ལུས་སྣང་། །
འཇིགས་འཇིགས་,dire and dread,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
ཤ་ཚུགས་,physiognomies,ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
བཟུང་,seized,ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
བཟུང་,embraced,རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །,དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །མཇུག་ཀྱང་རྒྱས་པར་བྱ་བའི་ཕྱིར། །སེམས་ནི་འདི་ལྟར་གཟེངས་བསྟོད་དོ། །
བཟུང་,grasped,སྲེད་མདོངས་བདག་གིས་བཟུང་གྱུར་ན། །,ཤུ་བ་མི་ཡི་གཟུགས་འདྲ་བ། །རེག་ཏུ་མི་བཟོད་སྡུག་བསྔལ་ཅན། །སྲེད་མདོངས་བདག་གིས་བཟུང་གྱུར་ན། །དེ་ལ་གནོད་པ་སུ་ལ་ཁྲོ། །
བཟུང་,caught,དེས་བཟུང་སེམས་དམྱལ་བུམ་པར་ཡང་། །དམྱལ་བའི་སྲུང་མས་བདག་འཚེད་དེས། །,ཉོན་མོངས་ཉ་པས་བཏབ་པ་ཡི། །མཆིལ་པ་འདི་ནི་མི་བཟད་གཟེ། །དེས་བཟུང་སེམས་དམྱལ་བུམ་པར་ཡང་། །དམྱལ་བའི་སྲུང་མས་བདག་འཚེད་དེས། །
འཇིགས་ཆེན་,terrible,འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
འཇིགས་ཆེན་,horrifying danger,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །ལེགས་པར་སྐྱོབ་པར་བྱེད་འགྱུར་ཞེས། །བྲེད་ཤ་ཐོན་པའི་མིག་བགྲད་ནས། །ཕྱོགས་བཞིར་སྐྱབས་དག་ཚོལ་བར་བྱེད། །
ནད་,pain,འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
ནད་,sickness,འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །
ནད་,maladies,འགྲོ་བའི་ནད་རབ་ཞི་བྱེད་པའི། །སྨན་གྱི་མཆོག་ཀྱང་འདི་ཡིན་ནོ།,འགྲོ་བའི་ནད་རབ་ཞི་བྱེད་པའི། །སྨན་གྱི་མཆོག་ཀྱང་འདི་ཡིན་ནོ། །སྲིད་ལམ་འཁྱམ་ཞིང་དུབ་པ་ཡི། །འགྲོ་བའི་ངལ་སོ་ལྗོན་ཤིང་ཡིན། །
ནད་,sick,ངན་འགྲོར་ནད་དང་འཆིང་བ་དང་། །བཅད་དང་གཤེག་སོགས་མྱོང་བར་འགྱུར། །,ད་དུང་དེ་བཞིན་བདག་བྱེད་ན། །ཡང་དང་ཡང་དུའང་དེ་བཞིན་ཏེ། །ངན་འགྲོར་ནད་དང་འཆིང་བ་དང་། །བཅད་དང་གཤེག་སོགས་མྱོང་བར་འགྱུར། །
ནད་,illness,ནད་ཀྱིས་དཀྲུགས་པའི་མི་དག་ནི། །ལས་རྣམས་ཀུན་ལ་མཐུ་མེད་པ། །,ནད་ཀྱིས་དཀྲུགས་པའི་མི་དག་ནི། །ལས་རྣམས་ཀུན་ལ་མཐུ་མེད་པ། །དེ་བཞིན་རྨོངས་པས་སེམས་དཀྲུགས་པ། །ལས་རྣམས་ཀུན་ལ་མཐུ་མེད་དོ། །
ནད་,illnesses,དཔེར་ན་མི་འདོད་བཞིན་དུ་ཡང་། །ནད་འདི་འབྱུང་བར་འགྱུར་བ་ལྟར། །,དཔེར་ན་མི་འདོད་བཞིན་དུ་ཡང་། །ནད་འདི་འབྱུང་བར་འགྱུར་བ་ལྟར། །དེ་བཞིན་མི་འདོད་བཞིན་དུ་ཡང་། །ནན་གྱིས་ཉོན་མོངས་འབྱུང་བར་འགྱུར། །
སུ་ཞིག་,Who,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །ལེགས་པར་སྐྱོབ་པར་བྱེད་འགྱུར་ཞེས། །བྲེད་ཤ་ཐོན་པའི་མིག་བགྲད་ནས། །ཕྱོགས་བཞིར་སྐྱབས་དག་ཚོལ་བར་བྱེད། །
བདག,me,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །ལེགས་པར་སྐྱོབ་པར་བྱེད་འགྱུར་ཞེས། །བྲེད་ཤ་ཐོན་པའི་མིག་བགྲད་ནས། །ཕྱོགས་བཞིར་སྐྱབས་དག་ཚོལ་བར་བྱེད། །
བདག,I,དེ་ལྟར་འདི་དག་ཀུན་བྱས་ཏེ། །དགེ་བ་བདག་གིས་བསགས་པ་གང་།,དེ་ལྟར་འདི་དག་ཀུན་བྱས་ཏེ། །དགེ་བ་བདག་གིས་བསགས་པ་གང་། །དེས་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི། །སྡུག་བསྔལ་ཐམས་ཅད་བསལ་བར་ཤོག །
བདག,self,།བདག་ལ་རྨོངས་པའི་འབད་པ་ཡིས། །སྨྱོས་པས་ས་འདི་ཀུན་ཏུ་འཁྲུགས།,རང་ལ་གནོད་པའི་མཚོན་བཞིན་དུ། །དེ་འབད་ཅི་ཕྱིར་བྱི་དོར་བྱེད། །བདག་ལ་རྨོངས་པའི་འབད་པ་ཡིས། །སྨྱོས་པས་ས་འདི་ཀུན་ཏུ་འཁྲུགས། །
སྐྱོབ་པར་,protect,ལེགས་པར་སྐྱོབ་པར་བྱེད་འགྱུར་ཞེས། །,སུ་ཞིག་འཇིགས་ཆེན་འདི་ལས་བདག །ལེགས་པར་སྐྱོབ་པར་བྱེད་འགྱུར་ཞེས། །བྲེད་ཤ་ཐོན་པའི་མིག་བགྲད་ནས། །ཕྱོགས་བཞིར་སྐྱབས་དག་ཚོལ་བར་བྱེད། །
